#,track_id,Artist.Name,album_name,Track.Name,Popularity,Length.,explicit,Danceability,Energy,key,Loudness..dB..,mode,Speechiness.,Acousticness..,Liveness,Valence.,tempo,time_signature,Genre,0
82823,75bYz6igpTeg4D1vnPHp3c,The Dollyrots,Daydream Explosion,Everything,20,183911,FALSE,0.451,0.938,10,-4.277,1,0.0636,0.000103,0.316,0.861,179.98,4,power-pop,0.09158473
85976,5dnHw5AJ6YTCWG2em1GD2g,PXNDX,La Revancha Del Principe Charro,Señor Payaso,34,195680,FALSE,0.3,0.935,3,-2.879,1,0.0591,0.000109,0.107,0.333,163.767,4,punk-rock,0.183686384
6235,1jxh6JFEFhEviLcNrBRJAp,Watain,TRIDENT WOLF ECLIPSE,Towards the Sanctuary,20,294578,FALSE,0.0917,0.892,7,-10.731,1,0.0635,3.54E-06,0.342,0.119,86.666,3,black-metal,0.627583186
81499,1bBIW9ldf7Ehk0oLeNeTj7,David Guetta;Chris Willis;Fergie;LMFAO,EDM Hits,Gettin' over You - Aviccii's Vocal Mix at Night,0,377013,FALSE,0.624,0.81,1,-8.307,1,0.039,0.00269,0.169,0.271,127.989,4,pop,0.525872761
40003,3oVtUUirowVa9DEtjazJVq,Nívea Soares;Isaias Saad,Só Existe Um Lugar (Ao Vivo),Só Existe Um Lugar - Ao Vivo,51,427917,FALSE,0.489,0.674,2,-8.627,1,0.0362,0.0405,0.644,0.18,131.963,4,gospel,0.897274817
69998,5RkK1doB7T9ZvIj6UrkOEg,DOLLA,Beginner Ride (Sweat & Burn),Watch Me Glow,0,210545,FALSE,0.727,0.847,11,-5.284,0,0.118,0.0129,0.103,0.205,110.022,4,malay,0.495460427
15471,61paqDrRJe8h4c5ypysurz,thuy,i hope u see this,trippin',62,144000,FALSE,0.73,0.429,6,-10.033,0,0.0936,0.285,0.0911,0.239,133.966,4,chill,0.246805805
8029,07uPklAHdtkXATBcS9FvtS,Otis Redding,Christmas Music - Holiday Hits,Merry Christmas Baby,0,155560,FALSE,0.71,0.291,5,-14.132,0,0.0338,0.35,0.128,0.856,101.517,4,blues,0.33353274
105204,1xSXu8v1lqGK5smUTIdCNP,Dusty Decks,Jukebox Jackpot,Jukebox Jackpot,37,153982,FALSE,0.858,0.429,9,-8.93,0,0.0428,0.81,0.0829,0.374,86.979,4,study,0.194387049
52291,1Dsi7mCZz6NioAAwmFlk3D,Hank Williams,The Complete Hank Williams,The Battle Of Armageddon,16,147493,FALSE,0.515,0.307,2,-11.977,1,0.0414,0.988,0.206,0.788,178.499,4,honky-tonk,0.390991867
3722,3RAFcUBrCNaboRXoP3S5t1,Slipknot,All Hope Is Gone (10th Anniversary),Psychosocial,76,284120,FALSE,0.568,0.981,2,-3.889,1,0.0887,0.00269,0.0243,0.307,135.146,4,alternative,0.75435357
34769,6eusWfAal7mOOLr0XFLkiY,Novo Amor,"Cannot Be, Whatsoever",Decimal,61,178626,FALSE,0.577,0.434,7,-8.437,1,0.0303,0.887,0.0822,0.321,79.497,4,folk,0.812742809
95774,6aoJzf329FF5Xxu5WiwXVB,Marc Anthony,2En1,La Luna Sobre Nuestro Amor,28,301240,FALSE,0.461,0.812,1,-4.028,1,0.0439,0.737,0.0797,0.798,176.017,4,salsa,0.743337026
95945,0IB0MusOYvh6XWwtHYFxqq,Josimar y Su Yambú,Live Sessions Salsa Perucha,No Tengo Dinero - En Vivo,28,271788,FALSE,0.683,0.708,11,-6.424,1,0.0535,0.11,0.422,0.615,103.391,4,salsa,0.949600111
98504,6eJ0qhctR7doDBkS9SL9cy,Andrew Lloyd Webber;Emmy Rossum;Patrick Wilson,The Phantom Of The Opera (Original Motion Picture Soundtrack),Think Of Me - From 'The Phantom Of The Opera' Motion Picture,56,220826,FALSE,0.349,0.101,3,-20.304,1,0.0387,0.943,0.0798,0.306,100.857,3,show-tunes,0.30812199
16826,2DXH3XH2W9Uy26xWOBZsnv,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 3. Variation II",3,75546,FALSE,0.323,0.124,5,-21.196,1,0.0332,0.993,0.126,0.619,106.661,4,classical,0.506927827
64846,573o3RPFGAXaob5lqXzli7,Dr. John,New Orleans Voodoo Soul,Zu Zu Man,0,199960,FALSE,0.428,0.594,9,-9.657,1,0.0693,0.875,0.133,0.786,131.18,4,jazz,0.883489173
38177,5ZaQW8tvH33GVJ0E3sLz2w,Travis Bretzer,Bitter Suites,Misty Morning,57,156958,FALSE,0.696,0.299,7,-11.433,1,0.0354,0.55,0.131,0.223,143.188,4,garage,0.549342251
2778,5Z5nDrUm4et2SBtLDKnF38,Michael W. Smith;Lady Antebellum,Santa's Christmas List,White Christmas,0,229106,FALSE,0.335,0.552,8,-6.654,1,0.0357,0.465,0.102,0.35,126.622,4,alt-rock,0.617999681
1307,21s0bjVrP7RtQskeUKZxOu,Manu Dibango,Manu Dibango Anthology,Soul Makossa,49,264306,FALSE,0.831,0.835,0,-3.768,1,0.142,0.128,0.134,0.8,114.997,4,afrobeat,0.032270849
35304,6Hwa6OU6gPXId7DR0UrbZc,Dan Ventura,Seresta do Dan Ventura,Cigana,42,109453,FALSE,0.925,0.786,0,-4.835,1,0.0396,0.0612,0.0925,0.96,128.033,4,forro,0.36232537
92345,40WKBTSgL6lyBpgQPanpoS,Rebel Cats;Jay de la Cueva,Rebel Cats Y Sus Amigos,Anclado A Ti,31,172586,FALSE,0.512,0.954,0,-3.671,1,0.105,0.0183,0.609,0.607,110.121,4,rockabilly,0.162370937
53326,1fgpD8xxztlTpCVpOYb3hv,Felix Jaehn;Zoe Wees,Arbeitsmusik Herbst/Winter 2022/2023,Do It Better,0,170045,FALSE,0.677,0.804,1,-5.337,0,0.0677,0.0818,0.158,0.41,122.111,4,house,0.715680864
72806,4KWq6RMruDDwjzYBBpUi7c,Bullet For My Valentine,Stitches,Stitches,48,301426,TRUE,0.547,0.941,1,-4.631,1,0.0824,5.72E-06,0.323,0.331,100.007,4,metalcore,0.508738633
59867,3bssz16JkTN7OKTGn6DUL9,Chaos Descent,Faces,Faces - Original Mix,0,233280,FALSE,0.293,0.968,7,-4.714,1,0.111,3.91E-05,0.366,0.119,110.018,4,iranian,0.975488582
68022,0FYD3N8NI3yQ8mKvIMDJol,Feid,El perreo es el futuro,Normal,0,171880,TRUE,0.709,0.56,4,-4.867,0,0.171,0.034,0.315,0.541,170.082,4,latino,0.481733221
111295,2LsHpAMrxdf2YdvjfeJGkn,The Orb,Rave Classics,"Toxygene - 7"" Edit",24,211533,FALSE,0.538,0.728,10,-8.653,0,0.0368,0.00163,0.747,0.492,111.04,4,trip-hop,0.366713101
112462,2ysuWb85yf3N39LRGxwL88,Resit Kemal;Lust,İhanetini Doldurdum,İhanetini Doldurdum,41,136414,FALSE,0.641,0.668,8,-8.574,0,0.0461,0.627,0.312,0.764,130.016,4,turkish,0.853777955
70104,632VyMrvhsHIsO4zq9khts,JJ Lin,她說,她說,60,318499,FALSE,0.335,0.326,0,-7.223,1,0.0331,0.948,0.0619,0.326,169.267,4,mandopop,0.157041584
76230,3ySeIhBjPR5oMSRfhQTP0W,Il Divo,Il Divo,Mama - English Version,25,197133,FALSE,0.22,0.386,5,-9.602,1,0.0334,0.74,0.14,0.108,82.744,4,opera,0.278505482
87863,34HzaozRuzF3BSjsMrBqIs,Vanguart,Beijo Estranho,E o Meu Peito Mais Aberto Que o Mar da Bahia,41,289560,FALSE,0.299,0.663,7,-7.279,1,0.0409,0.0288,0.48,0.427,127.249,4,r-n-b,0.667309028
88672,0lP3xJ4fWWCh7pN06U4IWr,Angel Y Khriz,Queda poco para la PAES 2.0,Ayer La Vi,0,236080,FALSE,0.732,0.896,9,-4.517,1,0.0434,0.093,0.159,0.787,99.946,4,reggae,0.13875115
63232,4BWynWBPy9awPUG0WzYEZl,ELLEGARDEN,RIOT ON THE GRILL,Bored Of Everything,38,201306,FALSE,0.481,0.917,7,-1.211,1,0.0399,0.000369,0.383,0.616,145.894,4,j-rock,0.491199547
29647,6SAYyzfj00qgS35oY5t6w7,Virtual Riot;Disciple,Spicy Riddim Drums Vol. 2 [Sample Pack Demo],Spicy Riddim Drums Vol. 2 [Sample Pack Demo],44,140788,FALSE,0.679,0.981,2,-0.999,1,0.0906,0.0067,0.794,0.633,150.034,4,dubstep,0.844910907
101952,3Jsht2hQ08RWncvgXaFpcp,For The Lost,Peripateo,Peripateo,58,193162,FALSE,0.2,0.0277,0,-31.777,1,0.0424,0.909,0.106,0.0747,73.327,4,sleep,0.641374973
45860,1Y5YQi8UfL3an5UKLZ6MVl,Celestial Conscience,I See Fire (Acoustic Guitar),I See Fire - Acoustic Guitar,38,96121,FALSE,0.476,0.0952,2,-19.968,1,0.0523,0.923,0.104,0.281,99.09,3,guitar,0.832273053
59636,1MfO2B3GtPfpbM9vMisK2N,Witness the Existence,Enshrined Twice,Deadly Séance,0,615053,TRUE,0.427,0.516,7,-4.327,1,0.0397,0.00833,0.129,0.036,120.114,3,iranian,0.242070374
43714,0Rgi5EktdB5EFgMjU4YTnx,Dombresky;Crusy,El Beso (feat. Mathieu Ruz),El Beso (feat. Mathieu Ruz),52,211547,FALSE,0.653,0.962,10,-4.848,0,0.0454,0.000851,0.411,0.611,125.97,4,groove,0.638984837
50160,086oQtEFGVPHKH4TmB024u,Carajo,Atrapasueños,Hacerse Cargo,30,199146,FALSE,0.43,0.983,1,-2.59,1,0.1,0.000611,0.0717,0.527,185.827,4,heavy-metal,0.943801778
109883,4UKgwHcyWjHOeUIjixdyTj,Omar S;Nite Jewel,Confess to U,Confess to U - Vocal,25,347461,FALSE,0.807,0.512,10,-11.868,0,0.124,0.000552,0.0908,0.59,118.414,4,techno,0.527244724
43348,5fH8rR6bSiGoUhGGLUCm1h,Novo Som;Catedral,Mais Que Amigos = Irmãos (Ao Vivo),Somos Todos Iguais - Ao Vivo,31,194400,FALSE,0.479,0.85,4,-2.887,1,0.0306,0.00177,0.567,0.694,138.38,4,groove,0.555017694
23230,7zIWzMjIQGMqg0fal19JBo,Syn Cole,Like This,Like This,58,166935,FALSE,0.768,0.812,0,-5.363,0,0.0369,0.223,0.0676,0.814,124.024,4,deep-house,0.061370231
62581,4CExtMzQjdIiyfzTNDoCDp,Mr.Children,HOME,あんまり覚えてないや,38,324440,FALSE,0.579,0.58,4,-8.418,1,0.0288,0.165,0.273,0.649,114.929,4,j-pop,0.311260047
91077,6QvyaYlJSCW6ft7dYHNxBA,OneRepublic,Autumn Vibes 2022,Counting Stars,0,256760,FALSE,0.659,0.741,1,-4.354,0,0.0388,0.072,0.166,0.454,122.013,4,rock,0.52841512
78716,71META1mk0BWEIZclptNKJ,Almklausi,"Saufen morgens, mittags, abends - Die Party",Schwarze Natascha - Party Version,25,198589,FALSE,0.644,0.987,9,-0.96,1,0.261,0.227,0.3,0.836,130.027,4,party,0.452231539
80359,6g0HHWLJwfe2PlbgHi8pBj,Atif Aslam;Sunidhi Chauhan;Pritam,Race 2 (Original Motion Picture Soundtrack),Be Intehaan,63,290867,FALSE,0.56,0.696,7,-5.583,1,0.0473,0.535,0.325,0.39,128.849,4,pop-film,0.287891456
86906,2yHmIxXi48DFl6zQlIhEaj,Against The Current,Wildfire,Wildfire,56,166779,FALSE,0.569,0.884,6,-5.654,0,0.0316,0.000158,0.199,0.429,121.01,4,punk,0.104938939
22916,7was7Mxkjj3odhDicumkd6,Slugdge,Esoteric Malacology,Limo Vincit Omnia,21,472000,FALSE,0.41,0.935,11,-7.113,0,0.0766,1.41E-05,0.208,0.0873,105.045,4,death-metal,0.670257898
33592,5iP0sIniuiIbGy4Ngs71wB,NIKØTIN,Dej si to emko,Dej si to emko,37,158627,TRUE,0.784,0.923,5,-2.008,0,0.371,0.125,0.355,0.753,175.187,4,emo,0.337368474
112692,0DT06IKGryQWR9pYnEaA85,Sagopa Kajmer,Saydam Odalar,İnsafa Gel,38,279240,FALSE,0.597,0.832,2,-7.03,0,0.128,0.0239,0.0988,0.454,168.011,4,turkish,0.637704575
35541,5Yaq6jd93y4nosSfhhS35Q,Zezo,"Seresta, Vol. 14 (Ao Vivo)",O Que Mata É a Solidão - Ao Vivo,41,215093,FALSE,0.867,0.638,0,-3.542,1,0.0462,0.429,0.0528,0.817,105.005,4,forro,0.414559133
82904,1hO5PM8f3DwiDRkM57cG1b,Blondie,Atomic/Atomix,Atomic,49,230156,FALSE,0.528,0.821,4,-5.489,0,0.0336,0.00147,0.326,0.742,136.564,4,power-pop,0.614493605
24853,12uW7uFVE4wRt0hQetrTvl,Plastikman;Richie Hawtin,Closer,Headcase,15,592986,FALSE,0.804,0.188,2,-24.781,1,0.049,0.202,0.108,0.201,123.989,4,detroit-techno,0.749235716
76038,6hzl97YCTQpHzaCi1AJD8D,Giuseppe Verdi;Vincenzo Ciliberti,CD 1 I CLASSICI,Forza del destino - Pace mio Dio e Finale,0,482636,FALSE,0.256,0.516,10,-9.279,1,0.0449,0.988,0.746,0.193,75.54,4,opera,0.978081733
57361,5on36dq2B35S2RRGvNQCRo,Akanksha Bhandari,Gumsum,Gumsum,48,175862,FALSE,0.698,0.137,10,-14.391,1,0.0364,0.992,0.12,0.309,115.979,4,indie,0.066406766
45620,6ITNRagpLcw79jH8gkiyBS,Pat Metheny,What's It All About,And I Love Her,51,262106,FALSE,0.621,0.113,2,-16.842,0,0.0491,0.97,0.116,0.203,107.75,4,guitar,0.242051866
23454,2vl9yXYJmoKbv72pUIxoue,Matador;ARTBAT,Apollo 11,Apollo 11,46,464646,FALSE,0.75,0.652,3,-9.402,1,0.0558,0.00918,0.141,0.0383,125.008,4,deep-house,0.285584885
44950,4XdqINJVgXZW7D9cpClgeU,Sick Puppies,Fury,Here With You,40,213360,FALSE,0.471,0.765,11,-4.876,0,0.0476,0.000254,0.115,0.537,75.995,4,grunge,0.238445984
18636,4F6BynYVLvYxM6q1gMDdvz,Dry Bar Comedy,Dry Bar Comedy Presents Tyler Boeh: Wait for It,Old People's Music,22,40125,FALSE,0.472,0.66,9,-14.188,0,0.539,0.75,0.849,0.935,128.169,3,comedy,0.188980145
86512,4eRoGhykyQCIzhOaFf35zX,Surf Curse,Magic Hour,Randall Flagg,51,219400,TRUE,0.434,0.761,2,-3.686,1,0.0355,0.00451,0.254,0.637,123.866,4,punk,0.000852288
5428,6GqMQUzxuTG88y5WZ0HYLr,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.1 -Good Morning Morioh Cho- Music by Yugo Kanno,Diamond is unbreakable - Main Theme,56,247880,FALSE,0.562,0.897,10,-4.882,0,0.0635,0.00166,0.379,0.526,129.929,4,anime,0.280884789
107834,4hcL09iBOXTMU1DFNU6YqQ,Grace Jones,The Collection,La vie en rose,23,446173,FALSE,0.677,0.695,0,-8.172,1,0.0747,0.111,0.0759,0.687,176.979,4,synth-pop,0.99339629
34309,0cBPuDA3xUjR4Vh9o7CKy8,Edward Sharpe & The Magnetic Zeros,Up From Below,Home,73,306320,FALSE,0.541,0.591,2,-6.688,1,0.0336,0.289,0.124,0.116,111.676,4,folk,0.1955276
77350,6kCDp3zpRoUnmyujZBKbjK,Exaltasamba,Luz Do Desejo,Gamei,47,253600,FALSE,0.561,0.487,5,-13.121,0,0.0736,0.523,0.0802,0.524,147.468,4,pagode,0.221723708
42138,3UI5wBgRpZ0hI7Ce8Qo1tx,Full Of Hell,Rudiments of Mutilation,Coven of the Larynx,20,63011,FALSE,0.0644,0.915,8,-6.902,1,0.0736,2.83E-06,0.168,0.185,194.934,4,grindcore,0.253765247
74445,0VXs0RL3jKbbb5OqQouIBI,Oswaldo Montenegro,25 Anos,Intuição,42,235760,FALSE,0.416,0.567,2,-7.175,1,0.0348,0.375,0.981,0.437,99.24,4,mpb,0.957945806
32513,5QRhs05R9MOXHQC2OOn5bq,Innellea,Distorted Youth EP,Loss Of Hope,45,439024,FALSE,0.682,0.927,5,-6.129,0,0.0373,0.133,0.0918,0.113,122.998,4,electronic,0.419620425
40823,0T8YkQPSPF2ezkyLKQripC,André Valadão,Renovo (Ao Vivo),Criatura Igual ao Criador - Ao Vivo,39,341532,FALSE,0.385,0.823,1,-4.81,0,0.0517,0.0745,0.116,0.242,139.776,4,gospel,0.365940647
109154,2FGh2ref26EwA3Z5st5oHb,MOGUAI;Cheat Codes,Hold On (feat. Cheat Codes) [2020 Edit],Hold On (feat. Cheat Codes) - 2020 Edit,52,144909,FALSE,0.622,0.802,9,-4.969,0,0.167,0.17,0.263,0.764,124.859,4,techno,0.624901657
63172,577q8gGSTryRxX1YHWSjWk,Birsen Tezer,Kadın,Kadın,41,341094,FALSE,0.545,0.467,7,-8.641,0,0.0291,0.706,0.112,0.251,88.178,4,j-rock,0.94799582
105691,4XnOAcX5K9XojJC5o0MlqT,"Sarah, the Illstrumentalist",No Traffic in LA,Finally Out,7,130634,FALSE,0.725,0.632,6,-11.681,0,0.0358,0.103,0.0847,0.312,122.983,4,study,0.104027487
83003,2dpaYNEQHiRxtZbfNsse99,Marshmello;Bastille,Happier,Happier,83,214289,FALSE,0.687,0.792,5,-2.749,1,0.0452,0.191,0.167,0.671,100.015,4,progressive-house,0.499623084
2487,1HxNA8JjIIfVGqMr7Jm59f,Los Caligaris,Circología,Mejilla Izquierda,50,229280,FALSE,0.757,0.888,9,-5.636,1,0.156,0.132,0.139,0.543,150.079,4,alt-rock,0.166568677
95577,1aScJq6gQGZORAOjwSz7Gh,Michel el Buenón,Reserva Especial - Impecable,Tan Enamorados,29,264293,FALSE,0.533,0.86,4,-1.86,0,0.0521,0.576,0.0771,0.594,176.84,4,salsa,0.572376889
19421,0Gqt7TMY8pI89qfHTKLNrZ,Faith Hill,JULPYNTA,"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",0,247040,FALSE,0.373,0.333,10,-9.876,1,0.0303,0.59,0.121,0.0815,110.241,4,country,0.168737688
17941,1HQmItFwfttjjGvjovbrln,Gost,Possessor,Beliar,14,204060,FALSE,0.467,0.901,1,-2.207,0,0.0598,6.44E-05,0.142,0.0834,93.801,4,club,0.906861661
106332,4qxInLVzSSRdV5ARt81xRI,Alice Babs;Titti,Sjung med oss mamma,Tula hem och tula vall,41,135840,FALSE,0.405,0.038,0,-19.058,1,0.0427,0.968,0.106,0.288,88.028,1,swedish,0.441400594
87957,0pDc9Ha957uRuW399TFnci,Cynthia Luz;Dalsin,Por Aqui,Por Aqui,40,157006,FALSE,0.674,0.511,5,-6.952,0,0.169,0.62,0.0908,0.374,80.046,4,r-n-b,0.720123227
35869,6ZQwKxRPkB8G7J4kdopZun,Nivaldo Marques,Nivaldo Marques,Bora,37,179025,FALSE,0.814,0.673,10,-6.114,0,0.0456,0.686,0.0784,0.807,123.993,4,forro,0.484332141
37239,5IHEF3flM0S4w4as6gtGP1,MC PH;Mc IG;Mc B.o;Mc Kevin;MC Neguinho do Kaxeta;Mc Magal;MC Hariel;Mc Kelvinho;Dj Nene,8ª Cypher 4M,8ª Cypher 4M,56,373200,FALSE,0.917,0.43,5,-5.102,0,0.143,0.217,0.23,0.828,113.392,5,funk,0.367101695
93806,0HEx5h1Bi6w1HTK6IUd3J2,Сергей Захаров,Великие исполнители России. Сергей Захаров,Светит месяц,0,202400,FALSE,0.513,0.781,0,-4.003,1,0.0559,0.107,0.201,0.837,96.887,4,romance,0.438532405
26674,0DGrik6fK275vxGRRIG9ml,The Harp and the Piano,Disney Treats 2,Son of Man (From 'Tarzan'),20,145002,FALSE,0.685,0.161,2,-20.81,1,0.0508,0.877,0.0953,0.118,120.068,4,disney,0.568705752
84168,7AalBKBoLDR4UmRYRJpdbj,Pink Floyd,Meddle,Fearless,60,367933,FALSE,0.381,0.341,7,-15.719,1,0.0414,0.161,0.448,0.178,143.756,4,psych-rock,0.434633565
97122,1leerQUhignfLOVkwOhStg,Henrique & Juliano,Menos É Mais (Ao Vivo),Sala De Espera - Ao Vivo,53,180871,FALSE,0.41,0.506,3,-6.98,1,0.0685,0.802,0.963,0.422,188.14,4,sertanejo,0.279932398
26413,3JpnlAMv7sVmLlRZTfPy4Z,Ricardo Monteiro,Aladdin (Banda Sonora Original em Português),Príncipe Ali,22,209666,FALSE,0.418,0.783,10,-4.71,0,0.12,0.263,0.0796,0.366,99.28,4,disney,0.651839785
29929,0r0v060GKpseOx3zxy0d2b,Gentlemens Club;Que Fieri,Money Talk / Faded,Money Talk,44,195000,TRUE,0.619,0.611,0,-6.65,1,0.129,0.0685,0.595,0.311,159.987,4,dubstep,0.567040552
50375,2zflg9vEfIgO3gh4EcVQh1,Stam1na,Stam1na,Ristiriita,25,208646,FALSE,0.447,0.907,9,-7.79,1,0.0401,1.39E-05,0.192,0.414,139.812,4,heavy-metal,0.01233858
97055,45Hv3pe8TAEPH7nUZfzWrd,Murilo Huff,"Pra Ouvir Tomando Uma, Vol. 1",Voz Sem Violão,54,183651,FALSE,0.655,0.489,2,-5.375,1,0.0592,0.726,0.865,0.531,151.978,4,sertanejo,0.93673992
91742,1M8LMTTEajUuw7AN0g4f4i,Megadeth,Halloween Metal Nights,Holy Wars...The Punishment Due - Remastered,2,392600,FALSE,0.327,0.985,11,-3.941,1,0.151,0.00177,0.351,0.218,125.232,4,rock,0.627603029
72572,6rLEeo9rNT87t2xHry8xUl,Whitechapel,Our Endless War,The Saw Is the Law,53,267613,FALSE,0.476,0.994,11,-3.429,0,0.18,0.000569,0.139,0.216,115.103,4,metalcore,0.281465283
30155,09IStsImFySgyp0pIQdqAc,Zedd;Maren Morris;Grey,The Middle,The Middle,80,184732,FALSE,0.753,0.657,7,-3.061,1,0.0449,0.171,0.112,0.437,107.01,4,edm,0.971896391
7023,2SLLm0Dt3JHr0IEREeH0kj,Trampled by Turtles,Palomino,Help You,34,193586,FALSE,0.398,0.78,4,-5.306,1,0.0359,0.242,0.342,0.772,149.503,4,bluegrass,0.778175505
57479,14BH4qO7pgCmIe6mgLKOK3,BANNERS,Empires On Fire,Someone To You,73,219800,FALSE,0.468,0.936,2,-3.683,1,0.0455,0.00568,0.24,0.663,75.05,4,indie,0.954263739
2973,6E9deAT9PHY3xwZwD0fvhZ,Batu Akdeniz,Bir Kalbin Çöküşü,Ona Gitme,44,199872,FALSE,0.475,0.728,11,-4.741,0,0.0362,0.0331,0.198,0.483,82.474,4,alt-rock,0.292110535
100808,6X3hbXaCuINOHylWtizU4t,Soda Stereo,Obras Cumbres,Canción Animal,35,247693,FALSE,0.634,0.864,4,-5.332,0,0.0273,0.00229,0.34,0.739,104.718,4,ska,0.350002306
109884,0YJogBxgISDK5cTI0U6dX1,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,Only My Love(SEIKO STORY〜80's HITS COLLECTION〜),26,249773,FALSE,0.516,0.523,9,-5.419,1,0.0322,0.787,0.237,0.292,86.481,4,techno,0.670172349
29169,5Y1JDF28qQDml25pVadnzb,Tristam;Braken,Frame of Mind,Frame of Mind,58,274285,FALSE,0.435,0.725,1,-6.969,1,0.0609,0.0424,0.105,0.397,174.989,4,dubstep,0.831530632
81807,5mnvugwfFYnJm9zuyGkgqF,Asim Azhar;Zenab Fatimah Sultan,"Ghalat Fehmi (From ""Superstar"")","Ghalat Fehmi - From ""Superstar""",66,286007,FALSE,0.758,0.588,11,-7.777,0,0.091,0.608,0.189,0.796,134.014,4,pop,0.760413643
63659,3ryqsFZb38bzhy9gLgKK4c,Shogo Hamada,初秋,君に捧げるlove song,34,311600,FALSE,0.635,0.677,10,-6.457,1,0.023,0.103,0.0721,0.49,95.005,4,j-rock,0.821941252
32256,2bqS0QtnXGjOYs3z6VtSyW,Poshlaya Molly,Контракт,Контракт,56,204756,FALSE,0.682,0.806,0,-6.184,1,0.0418,0.000461,0.217,0.872,109.972,4,electronic,0.192117833
63478,42FsvUF4iYyXVx9jc54ziM,BOØWY,PSYCHOPATH,RENDEZ-VOUS - LIVE IN HAMBURG JULY 1987,34,222093,FALSE,0.505,0.945,7,-4.83,1,0.0439,0.00598,0.971,0.557,151.784,4,j-rock,0.770339809
22347,202qGOYPdqNbRXu5JSOJEH,Exhorder,Groove Metal Roots & Branches,Desecrator,0,368840,TRUE,0.332,0.992,9,-5.571,1,0.108,3.34E-06,0.135,0.184,134.888,4,death-metal,0.614373929
21537,4HXqDOIIMUarJ2HYPSjJzs,Lady G,Reggae Anthology: Music Works Classics,Nuff Respect,30,216186,FALSE,0.867,0.636,7,-7.509,1,0.294,0.000778,0.244,0.697,82.189,4,dancehall,0.449473954
42762,3ipqRoDbhWaY4whQ5K04ta,Trap Them,Crown Feral,Speak Nigh,12,185811,FALSE,0.247,0.982,10,-4.261,0,0.172,1.36E-06,0.459,0.17,126.905,4,grindcore,0.330333482
54227,1JXs0wGQsW8RsijjrGf6ek,Luke Vibert,165 303,165 303,15,245875,FALSE,0.632,0.972,9,-4.231,0,0.159,0.136,0.135,0.516,165.035,4,idm,0.606753833
3415,63J97fSuqUiTB7rm58OfxV,Fitz and The Tantrums,New Pop Classics,Sway,0,136940,FALSE,0.705,0.927,1,-2.701,1,0.0776,0.0327,0.0705,0.945,159.978,4,alternative,0.46807512
19158,6gEaGQfwz4jUE94R6Om2hu,Tim McGraw,Santa Claus Is Coming To Town,Christmas All Over The World,0,166168,FALSE,0.565,0.782,11,-5.098,0,0.0305,0.0341,0.0782,0.798,126.904,4,country,0.185326153
64498,63wkGcwWKlBcUlhFP0grhK,Chet Baker,The Greatest Jazz Mix,The Touch Of Your Lips,0,160026,FALSE,0.334,0.0788,2,-15.333,0,0.0309,0.931,0.139,0.0627,59.054,4,jazz,0.307143301
42574,1eHgjbMkleFaoQf8KBShgp,Napalm Death,Death By Manipulation,Pride Assassin,13,125226,FALSE,0.341,0.903,1,-14.599,1,0.0741,0.000163,0.606,0.285,93.662,4,grindcore,0.798500608
11355,02TVrXmI9EBYpuSdmTr4gn,Leona Lewis,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,I See You (Theme from Avatar),52,260693,FALSE,0.399,0.252,10,-17.083,0,0.0377,0.527,0.126,0.173,136.018,4,british,0.225526201
101551,0KfBm3qkSebxsHoBDCdGXq,Velpo Sonols,Schmetterling in der Nacht,Schmetterling in der Nacht,55,173856,FALSE,0.236,0.0321,10,-33.176,1,0.0395,0.972,0.0934,0.0629,66.969,5,sleep,0.741731912
17898,6KQ0HYY0zSZVHIxFvommre,Glee Cast;Jonathan Groff,Glee LGBTQIA+ Pride,Like A Virgin (Glee Cast Version) (feat. Jonathan Groff),15,195093,FALSE,0.679,0.845,4,-3.05,0,0.0478,0.0651,0.0841,0.763,119.989,4,club,0.437595889
2847,26wc2F3aJGvc5SJgKt7Xt8,Panteon Rococo,Ofrenda,Te Vas a Acordar de Mí,45,193173,FALSE,0.71,0.808,9,-3.634,1,0.0686,0.0198,0.056,0.685,141.032,4,alt-rock,0.752556151
83980,2S1JV3N08V5poRs2RbIMOp,Syn Cole,Need Ya,Need Ya,53,160766,FALSE,0.737,0.809,11,-6.185,0,0.0529,0.00545,0.486,0.589,124.049,4,progressive-house,0.225134513
12298,3PCUdfQ0MdU8tkzi2uN6wr,Vivian Chow;Leon Lai,萬千寵愛30首,真愛在明天,24,243373,FALSE,0.543,0.297,10,-12.371,1,0.0313,0.444,0.371,0.266,135.978,4,cantopop,0.843931131
9012,6vf5x73BHeI7hz4x7FxYjT,Antônio Carlos Jobim,The Greatest Jazz Mix,Look To The Sky,0,137933,FALSE,0.499,0.215,11,-17.369,0,0.031,0.898,0.0989,0.74,132.383,4,brazil,0.721384866
